,artist_name,track_name,track_id,popularity,artist_id,artists_id,artists_names,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
15386,Remi Wolf,Sexy Villain,27sBcXtgTBSJRdUxei1a7J,68,0NB5HROxc8dDBXpkIi1v3d,['0NB5HROxc8dDBXpkIi1v3d'],['Remi Wolf'],2021,pop,0.766,0.539,7,-4.927,1,0.0479,0.402,0.0,0.104,0.888,120.175,audio_features,27sBcXtgTBSJRdUxei1a7J,spotify:track:27sBcXtgTBSJRdUxei1a7J,https://api.spotify.com/v1/tracks/27sBcXtgTBSJRdUxei1a7J,https://api.spotify.com/v1/audio-analysis/27sBcXtgTBSJRdUxei1a7J,188501,4
47588,Ballout,Freestyle,6XIFe882k42sXNt9x9sqsb,41,0VlR93v41JFZlo1tRAgy2A,['0VlR93v41JFZlo1tRAgy2A'],['Ballout'],2017,chicago rap,0.649,0.327,9,-9.093,1,0.107,0.0094,2.95e-05,0.092,0.238,79.071,audio_features,6XIFe882k42sXNt9x9sqsb,spotify:track:6XIFe882k42sXNt9x9sqsb,https://api.spotify.com/v1/tracks/6XIFe882k42sXNt9x9sqsb,https://api.spotify.com/v1/audio-analysis/6XIFe882k42sXNt9x9sqsb,64548,4
39256,Passenger,Beautiful Birds,6s3MPipayT0lCt10HgcBr5,42,0gadJ2b9A4SKsB1RFkBb66,"['0gadJ2b9A4SKsB1RFkBb66', '2WX2uTcsvV5OnS0inACecP']","['Passenger', 'Birdy']",2016,neo mellow,0.32,0.183,2,-11.91,1,0.0296,0.91,0.00252,0.116,0.147,85.869,audio_features,6s3MPipayT0lCt10HgcBr5,spotify:track:6s3MPipayT0lCt10HgcBr5,https://api.spotify.com/v1/tracks/6s3MPipayT0lCt10HgcBr5,https://api.spotify.com/v1/audio-analysis/6s3MPipayT0lCt10HgcBr5,213707,4
31200,Saba,Stay Right Here,16DHWSDlEa5K0JbMHnuMXM,54,7Hjbimq43OgxaBRpFXic4x,"['7Hjbimq43OgxaBRpFXic4x', '3UjPnt2nRmw10N58bBeNOg', '1FvjvACFvko2Z91IvDljrx']","['Saba', 'Xavier Omär', 'Mick Jenkins']",2018,chicago rap,0.752,0.536,9,-7.444,0,0.452,0.132,0.0,0.281,0.628,129.93,audio_features,16DHWSDlEa5K0JbMHnuMXM,spotify:track:16DHWSDlEa5K0JbMHnuMXM,https://api.spotify.com/v1/tracks/16DHWSDlEa5K0JbMHnuMXM,https://api.spotify.com/v1/audio-analysis/16DHWSDlEa5K0JbMHnuMXM,210133,4
37433,Saba,Photosynthesis,3DlgDXIYtnWtJKiB8bZQMv,71,7Hjbimq43OgxaBRpFXic4x,"['7Hjbimq43OgxaBRpFXic4x', '4JqpJeNOhP6bAkolNMLwFg']","['Saba', 'Jean Deaux']",2016,rap,0.777,0.662,7,-8.393,1,0.27,0.536,4.61e-06,0.593,0.634,111.13,audio_features,3DlgDXIYtnWtJKiB8bZQMv,spotify:track:3DlgDXIYtnWtJKiB8bZQMv,https://api.spotify.com/v1/tracks/3DlgDXIYtnWtJKiB8bZQMv,https://api.spotify.com/v1/audio-analysis/3DlgDXIYtnWtJKiB8bZQMv,201733,4
646,Neoni,DARKSIDE,6xlOnm5MITIKtixzJW8R0j,72,38wxcfNEqMwuPniHvplin5,['38wxcfNEqMwuPniHvplin5'],['Neoni'],2021,rock,0.533,0.714,7,-6.472,0,0.0608,0.31,1.58e-06,0.0869,0.454,165.037,audio_features,6xlOnm5MITIKtixzJW8R0j,spotify:track:6xlOnm5MITIKtixzJW8R0j,https://api.spotify.com/v1/tracks/6xlOnm5MITIKtixzJW8R0j,https://api.spotify.com/v1/audio-analysis/6xlOnm5MITIKtixzJW8R0j,168000,3
32211,Jada Facer,Be Alright,5sVegB2FI670l6LXv7Ykga,57,4k51JgB5G0e33QYVpbcPuf,['4k51JgB5G0e33QYVpbcPuf'],['Jada Facer'],2018,viral pop,0.723,0.219,3,-11.554,1,0.0443,0.912,0.0,0.0849,0.461,113.748,audio_features,5sVegB2FI670l6LXv7Ykga,spotify:track:5sVegB2FI670l6LXv7Ykga,https://api.spotify.com/v1/tracks/5sVegB2FI670l6LXv7Ykga,https://api.spotify.com/v1/audio-analysis/5sVegB2FI670l6LXv7Ykga,180621,4
20380,Lauren Sanderson,THERAPY!,0GAWAziokyaTDufed63rEh,59,06vRrrjT3DBRkhBlXoBdYj,['06vRrrjT3DBRkhBlXoBdYj'],['Lauren Sanderson'],2022,alt z,0.512,0.941,9,-2.199,1,0.505,0.0428,9.28e-05,0.895,0.549,182.079,audio_features,0GAWAziokyaTDufed63rEh,spotify:track:0GAWAziokyaTDufed63rEh,https://api.spotify.com/v1/tracks/0GAWAziokyaTDufed63rEh,https://api.spotify.com/v1/audio-analysis/0GAWAziokyaTDufed63rEh,133187,4
23828,ZZ Top,Rough Boy,2DSSr6XW0YVwfJNDOt7J7Q,0,2AM4ilv6UzW0uMRuqKtDgN,['2AM4ilv6UzW0uMRuqKtDgN'],['ZZ Top'],2022,country rock,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,audio_features,2DSSr6XW0YVwfJNDOt7J7Q,spotify:track:2DSSr6XW0YVwfJNDOt7J7Q,https://api.spotify.com/v1/tracks/2DSSr6XW0YVwfJNDOt7J7Q,https://api.spotify.com/v1/audio-analysis/2DSSr6XW0YVwfJNDOt7J7Q,287427,4
51887,Stella Jang,Villain,5xouIycayHmjZxeuhXPhgX,64,2Y9AUayH5pyZpVfkDYDfJV,['2Y9AUayH5pyZpVfkDYDfJV'],['Stella Jang'],2020,k-pop,0.95,0.406,9,-8.89,0,0.0559,0.664,0.0,0.0932,0.671,108.976,audio_features,5xouIycayHmjZxeuhXPhgX,spotify:track:5xouIycayHmjZxeuhXPhgX,https://api.spotify.com/v1/tracks/5xouIycayHmjZxeuhXPhgX,https://api.spotify.com/v1/audio-analysis/5xouIycayHmjZxeuhXPhgX,191000,4
53658,Real Estate,Paper Cup,0fGseaY3EgFuCRYR8okcNi,50,41SQP16hv1TioVYqdckmxT,"['41SQP16hv1TioVYqdckmxT', '39vA9YljbnOApXKniLWBZv']","['Real Estate', 'Sylvan Esso']",2020,j-pop,0.546,0.756,9,-6.272,1,0.029,0.557,0.0494,0.336,0.766,122.035,audio_features,0fGseaY3EgFuCRYR8okcNi,spotify:track:0fGseaY3EgFuCRYR8okcNi,https://api.spotify.com/v1/tracks/0fGseaY3EgFuCRYR8okcNi,https://api.spotify.com/v1/audio-analysis/0fGseaY3EgFuCRYR8okcNi,270733,4
32014,The Growlers,Problems III,7wmYgsLNRB9EpqpvR3hkvN,54,2RhgnQNC74QoBlaUvT4MEe,['2RhgnQNC74QoBlaUvT4MEe'],['The Growlers'],2018,indie rock,0.332,0.731,0,-4.565,1,0.0446,0.0489,0.00347,0.178,0.636,90.028,audio_features,7wmYgsLNRB9EpqpvR3hkvN,spotify:track:7wmYgsLNRB9EpqpvR3hkvN,https://api.spotify.com/v1/tracks/7wmYgsLNRB9EpqpvR3hkvN,https://api.spotify.com/v1/audio-analysis/7wmYgsLNRB9EpqpvR3hkvN,214106,4
51194,Madeon,The Prince,5MT2w1BexEAWjJ62OOHE6q,65,4pb4rqWSoGUgxm63xmJ8xc,['4pb4rqWSoGUgxm63xmJ8xc'],['Madeon'],2020,edm,0.61,0.781,2,-5.694,0,0.0379,0.00361,0.135,0.323,0.299,95.003,audio_features,5MT2w1BexEAWjJ62OOHE6q,spotify:track:5MT2w1BexEAWjJ62OOHE6q,https://api.spotify.com/v1/tracks/5MT2w1BexEAWjJ62OOHE6q,https://api.spotify.com/v1/audio-analysis/5MT2w1BexEAWjJ62OOHE6q,222809,4
47920,Fuerza de Tijuana,Soy el Mismo,1Dc2OUXy4B2KAxNSC7Y4Yg,53,0OtCwdMEGIi0GCeLGCO2tQ,"['0OtCwdMEGIi0GCeLGCO2tQ', '0vjeBgTzYTwmYoVySJzXGD']","['Fuerza de Tijuana', 'Virlan Garcia']",2017,corrido,0.584,0.939,9,-2.643,0,0.0808,0.529,0.0,0.129,0.863,117.41,audio_features,1Dc2OUXy4B2KAxNSC7Y4Yg,spotify:track:1Dc2OUXy4B2KAxNSC7Y4Yg,https://api.spotify.com/v1/tracks/1Dc2OUXy4B2KAxNSC7Y4Yg,https://api.spotify.com/v1/audio-analysis/1Dc2OUXy4B2KAxNSC7Y4Yg,157013,4
34019,Los Elementos de Culiacan,La Casa de Ladrillo,2w5yGCWd3RsX7MnrxCq3Uu,51,21Plz7ujtVKM3kx6zX4eNq,['21Plz7ujtVKM3kx6zX4eNq'],['Los Elementos de Culiacan'],2015,musica mexicana,0.882,0.711,9,-6.262,0,0.0425,0.183,1.8e-05,0.157,0.963,111.594,audio_features,2w5yGCWd3RsX7MnrxCq3Uu,spotify:track:2w5yGCWd3RsX7MnrxCq3Uu,https://api.spotify.com/v1/tracks/2w5yGCWd3RsX7MnrxCq3Uu,https://api.spotify.com/v1/audio-analysis/2w5yGCWd3RsX7MnrxCq3Uu,136093,3
10439,María José,Ya No Me Acuerdo Más de Ti,36Sk0Cm9k3thf9F8C1Qd8E,54,1dJyh390MvfYPuNbhnbSDs,"['1dJyh390MvfYPuNbhnbSDs', '39yVoqm6sYFvvqF1RciUVf']","['María José', 'Carlos Rivera']",2021,mexican pop,0.307,0.755,6,-3.193,0,0.0416,0.292,0.0,0.176,0.238,149.053,audio_features,36Sk0Cm9k3thf9F8C1Qd8E,spotify:track:36Sk0Cm9k3thf9F8C1Qd8E,https://api.spotify.com/v1/tracks/36Sk0Cm9k3thf9F8C1Qd8E,https://api.spotify.com/v1/audio-analysis/36Sk0Cm9k3thf9F8C1Qd8E,224383,4
24933,Jamie Cullum,Hang Your Lights,4KjkJRAiw4qRI3lHKSOxfT,0,3XxxEq6BREC57nCWXbQZ7o,['3XxxEq6BREC57nCWXbQZ7o'],['Jamie Cullum'],2022,j-pop,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,202.175,audio_features,4KjkJRAiw4qRI3lHKSOxfT,spotify:track:4KjkJRAiw4qRI3lHKSOxfT,https://api.spotify.com/v1/tracks/4KjkJRAiw4qRI3lHKSOxfT,https://api.spotify.com/v1/audio-analysis/4KjkJRAiw4qRI3lHKSOxfT,296680,4
47132,A.R. Rahman,"Enna Sona (From ""OK Jaanu"")",1Wf5q34m4hTnAxCljiAonb,54,1mYsTxnqsietFxj1OgoGbG,"['1mYsTxnqsietFxj1OgoGbG', '4YRxDV8wJFPHPTeXepOstw']","['A.R. Rahman', 'Arijit Singh']",2017,desi pop,0.717,0.415,7,-9.875,0,0.0302,0.637,1.43e-06,0.0976,0.379,100.021,audio_features,1Wf5q34m4hTnAxCljiAonb,spotify:track:1Wf5q34m4hTnAxCljiAonb,https://api.spotify.com/v1/tracks/1Wf5q34m4hTnAxCljiAonb,https://api.spotify.com/v1/audio-analysis/1Wf5q34m4hTnAxCljiAonb,213632,4
50205,Glen Campbell,A Lady Like You,0A71aRsFfot3YxnqyMSuDX,0,59hLmB5DrdihCYtNeFeW1U,['59hLmB5DrdihCYtNeFeW1U'],['Glen Campbell'],2022,folk rock,0.523,0.373,3,-11.451,1,0.0262,0.584,0.0,0.0998,0.295,131.882,audio_features,0A71aRsFfot3YxnqyMSuDX,spotify:track:0A71aRsFfot3YxnqyMSuDX,https://api.spotify.com/v1/tracks/0A71aRsFfot3YxnqyMSuDX,https://api.spotify.com/v1/audio-analysis/0A71aRsFfot3YxnqyMSuDX,214493,4
40823,Slimane,Paname,0yXalekYdw7RYk9lZzwr2v,48,4OV6uYSnHxSYkjDYuBVBUz,['4OV6uYSnHxSYkjDYuBVBUz'],['Slimane'],2016,francoton,0.723,0.765,7,-3.019,1,0.277,0.0503,0.0,0.0707,0.64,91.975,audio_features,0yXalekYdw7RYk9lZzwr2v,spotify:track:0yXalekYdw7RYk9lZzwr2v,https://api.spotify.com/v1/tracks/0yXalekYdw7RYk9lZzwr2v,https://api.spotify.com/v1/audio-analysis/0yXalekYdw7RYk9lZzwr2v,161787,4
51115,Lyanno,En Tu Cuerpo - Remix,3dEtfTtCXWW7N8WQ9FD29z,76,1Ts9of7VPZElwPQnqnDSfW,"['1Ts9of7VPZElwPQnqnDSfW', '1mcTU81TzQhprhouKaTkpq', '1pQWsZQehhS4wavwh7Fnxd', '1DxLCyH42yaHKGK3cl5bvG']","['Lyanno', 'Rauw Alejandro', 'Lenny Tavárez', 'Maria Becerra']",2020,trap latino,0.742,0.497,0,-9.381,0,0.0746,0.249,0.00335,0.0993,0.558,156.013,audio_features,3dEtfTtCXWW7N8WQ9FD29z,spotify:track:3dEtfTtCXWW7N8WQ9FD29z,https://api.spotify.com/v1/tracks/3dEtfTtCXWW7N8WQ9FD29z,https://api.spotify.com/v1/audio-analysis/3dEtfTtCXWW7N8WQ9FD29z,310860,4
2766,Grateful Dead,"Me And My Uncle - Live at the Fox Theatre, St. Louis, MO 12/10/71",4DZbqYM3yhaFgE97rok59T,37,4TMHGUX5WI7OOm53PqSDAT,['4TMHGUX5WI7OOm53PqSDAT'],['Grateful Dead'],2021,classic rock,0.672,0.59,2,-16.067,1,0.0495,0.732,0.293,0.176,0.623,110.389,audio_features,4DZbqYM3yhaFgE97rok59T,spotify:track:4DZbqYM3yhaFgE97rok59T,https://api.spotify.com/v1/tracks/4DZbqYM3yhaFgE97rok59T,https://api.spotify.com/v1/audio-analysis/4DZbqYM3yhaFgE97rok59T,228123,4
38313,Lil Uzi Vert,Money Mitch,7A1Heow9lN9CIuuJzJ6MDP,53,4O15NlyKLIASxsJ0PrXPfz,['4O15NlyKLIASxsJ0PrXPfz'],['Lil Uzi Vert'],2016,melodic rap,0.842,0.333,8,-13.886,1,0.384,0.22,0.0,0.168,0.143,141.001,audio_features,7A1Heow9lN9CIuuJzJ6MDP,spotify:track:7A1Heow9lN9CIuuJzJ6MDP,https://api.spotify.com/v1/tracks/7A1Heow9lN9CIuuJzJ6MDP,https://api.spotify.com/v1/audio-analysis/7A1Heow9lN9CIuuJzJ6MDP,247092,4
50467,Los Tigres Del Norte,Mañanitas Tapatias - Remastered 2015,072XnXVnZenN0EBNTpGmor,0,3hYtANQYrE6pd2PbtEyTIy,['3hYtANQYrE6pd2PbtEyTIy'],['Los Tigres Del Norte'],2022,norteno,0.638,0.607,9,-5.137,1,0.0411,0.389,2.12e-05,0.207,0.937,168.364,audio_features,072XnXVnZenN0EBNTpGmor,spotify:track:072XnXVnZenN0EBNTpGmor,https://api.spotify.com/v1/tracks/072XnXVnZenN0EBNTpGmor,https://api.spotify.com/v1/audio-analysis/072XnXVnZenN0EBNTpGmor,251320,3
31013,Lartiste,Vai et viens,6dAx0jUY9lnXEtBiK7e2ZZ,60,6HhnhnxLsowYuuejvku0Bz,['6HhnhnxLsowYuuejvku0Bz'],['Lartiste'],2018,french hip hop,0.583,0.593,8,-7.833,1,0.281,0.555,0.0,0.136,0.841,66.418,audio_features,6dAx0jUY9lnXEtBiK7e2ZZ,spotify:track:6dAx0jUY9lnXEtBiK7e2ZZ,https://api.spotify.com/v1/tracks/6dAx0jUY9lnXEtBiK7e2ZZ,https://api.spotify.com/v1/audio-analysis/6dAx0jUY9lnXEtBiK7e2ZZ,178763,4
36928,5 Seconds of Summer,She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,73,5Rl15oVamLq7FbSb0NNBNy,['5Rl15oVamLq7FbSb0NNBNy'],['5 Seconds of Summer'],2015,pop,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,audio_features,5fsQSDifYpjfbCqvZKPVBj,spotify:track:5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/tracks/5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/audio-analysis/5fsQSDifYpjfbCqvZKPVBj,216454,4
37277,Omarion,I'm Up (feat. Kid Ink & French Montana),1hlwA8qvXx0Bl6iYuDbIuD,58,0f5nVCcR06GX8Qikz0COtT,"['0f5nVCcR06GX8Qikz0COtT', '6KZDXtSj0SzGOV705nNeh3', '6vXTefBL93Dj5IqAWq6OTv']","['Omarion', 'Kid Ink', 'French Montana']",2015,pop,0.793,0.505,6,-7.061,0,0.138,0.204,0.0,0.0413,0.704,97.998,audio_features,1hlwA8qvXx0Bl6iYuDbIuD,spotify:track:1hlwA8qvXx0Bl6iYuDbIuD,https://api.spotify.com/v1/tracks/1hlwA8qvXx0Bl6iYuDbIuD,https://api.spotify.com/v1/audio-analysis/1hlwA8qvXx0Bl6iYuDbIuD,201336,4
48997,Craig Xen,Wassup Bro!,4zIMuGSdbGTahvHB7CloVR,54,5bCwYvvFvWOEXtO9W7p0Iv,['5bCwYvvFvWOEXtO9W7p0Iv'],['Craig Xen'],2017,emo rap,0.81,0.585,9,-7.037,0,0.288,0.248,0.0115,0.0959,0.281,139.968,audio_features,4zIMuGSdbGTahvHB7CloVR,spotify:track:4zIMuGSdbGTahvHB7CloVR,https://api.spotify.com/v1/tracks/4zIMuGSdbGTahvHB7CloVR,https://api.spotify.com/v1/audio-analysis/4zIMuGSdbGTahvHB7CloVR,137107,4
35445,Lil Reese,I Need That,3JHzzBC56G3FMC90Ow88Nx,40,1bPxKZtCdjB1aj1csBJpdS,['1bPxKZtCdjB1aj1csBJpdS'],['Lil Reese'],2015,chicago rap,0.808,0.536,9,-11.269,0,0.135,0.0037,0.0,0.275,0.484,140.067,audio_features,3JHzzBC56G3FMC90Ow88Nx,spotify:track:3JHzzBC56G3FMC90Ow88Nx,https://api.spotify.com/v1/tracks/3JHzzBC56G3FMC90Ow88Nx,https://api.spotify.com/v1/audio-analysis/3JHzzBC56G3FMC90Ow88Nx,172053,4
37087,BØRNS,Dopamine,62ZXL1CWLJDiDWUZUhfLfU,61,1KP6TWI40m7p3QBTU6u2xo,['1KP6TWI40m7p3QBTU6u2xo'],['BØRNS'],2015,pop,0.551,0.813,5,-4.25,1,0.0621,0.0155,5.82e-06,0.105,0.568,97.557,audio_features,62ZXL1CWLJDiDWUZUhfLfU,spotify:track:62ZXL1CWLJDiDWUZUhfLfU,https://api.spotify.com/v1/tracks/62ZXL1CWLJDiDWUZUhfLfU,https://api.spotify.com/v1/audio-analysis/62ZXL1CWLJDiDWUZUhfLfU,224373,4
6500,Zion & Lennox,Entendemos,2Pz9DnS04JtX70gERPeorz,57,21451j1KhjAiaYKflxBjr1,"['21451j1KhjAiaYKflxBjr1', '77ziqFxp5gaInVrF2lj4ht']","['Zion & Lennox', 'Sech']",2021,latin hip hop,0.768,0.734,0,-3.589,1,0.0876,0.16,0.0,0.104,0.806,158.026,audio_features,2Pz9DnS04JtX70gERPeorz,spotify:track:2Pz9DnS04JtX70gERPeorz,https://api.spotify.com/v1/tracks/2Pz9DnS04JtX70gERPeorz,https://api.spotify.com/v1/audio-analysis/2Pz9DnS04JtX70gERPeorz,213926,4
54645,iann dior,Holding On,6CN7FuZ7o1xle9TNxApGeQ,74,6ASri4ePR7RlsvIQgWPJpS,['6ASri4ePR7RlsvIQgWPJpS'],['iann dior'],2020,pop,0.706,0.76,8,-4.702,1,0.0369,0.0599,1.46e-06,0.202,0.564,95.499,audio_features,6CN7FuZ7o1xle9TNxApGeQ,spotify:track:6CN7FuZ7o1xle9TNxApGeQ,https://api.spotify.com/v1/tracks/6CN7FuZ7o1xle9TNxApGeQ,https://api.spotify.com/v1/audio-analysis/6CN7FuZ7o1xle9TNxApGeQ,126444,4
31348,Edo Saiya,Vorbei / Polaroids,3xP0SWBO64L2J1dGmHscW1,28,0PVPI2jOWDJtWpOxrXnT6F,['0PVPI2jOWDJtWpOxrXnT6F'],['Edo Saiya'],2018,german hip hop,0.586,0.423,1,-11.435,1,0.119,0.0688,0.838,0.107,0.129,100.023,audio_features,3xP0SWBO64L2J1dGmHscW1,spotify:track:3xP0SWBO64L2J1dGmHscW1,https://api.spotify.com/v1/tracks/3xP0SWBO64L2J1dGmHscW1,https://api.spotify.com/v1/audio-analysis/3xP0SWBO64L2J1dGmHscW1,175587,4
54602,JAWNY,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,79,25pd339V2rRJo84USlcSRP,['25pd339V2rRJo84USlcSRP'],['JAWNY'],2020,pop,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,audio_features,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/tracks/6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/audio-analysis/6FfLg6FFqhCsrFOaHIGkg0,135581,4
36543,Pop Evil,If Only For Now,2paOAPUdPfiPPUVQ8I5epX,47,1pRaG81GsVtaTBuVSpldt2,['1pRaG81GsVtaTBuVSpldt2'],['Pop Evil'],2015,post-grunge,0.438,0.71,6,-6.998,1,0.0277,0.000802,0.00491,0.109,0.437,179.936,audio_features,2paOAPUdPfiPPUVQ8I5epX,spotify:track:2paOAPUdPfiPPUVQ8I5epX,https://api.spotify.com/v1/tracks/2paOAPUdPfiPPUVQ8I5epX,https://api.spotify.com/v1/audio-analysis/2paOAPUdPfiPPUVQ8I5epX,230706,4
50951,The Neighbourhood,Lost in Translation,5TUZhrb8UaaA76NhzZax2Z,65,77SW9BnxLY8rJ0RciFqkHh,['77SW9BnxLY8rJ0RciFqkHh'],['The Neighbourhood'],2020,rock,0.568,0.891,0,-5.786,1,0.0376,0.000896,0.000137,0.357,0.522,104.954,audio_features,5TUZhrb8UaaA76NhzZax2Z,spotify:track:5TUZhrb8UaaA76NhzZax2Z,https://api.spotify.com/v1/tracks/5TUZhrb8UaaA76NhzZax2Z,https://api.spotify.com/v1/audio-analysis/5TUZhrb8UaaA76NhzZax2Z,190227,4
25587,Cornelio Reyna,De Mis Amigos Rodeado,3XjGhM9zoUv6M5KJeBY5J1,25,2hbA9AbMYcgXBGgBK6MCfx,['2hbA9AbMYcgXBGgBK6MCfx'],['Cornelio Reyna'],2022,norteno,0.751,0.563,8,-4.524,1,0.054,0.766,6.48e-06,0.165,0.936,117.183,audio_features,3XjGhM9zoUv6M5KJeBY5J1,spotify:track:3XjGhM9zoUv6M5KJeBY5J1,https://api.spotify.com/v1/tracks/3XjGhM9zoUv6M5KJeBY5J1,https://api.spotify.com/v1/audio-analysis/3XjGhM9zoUv6M5KJeBY5J1,163922,4
52394,Bunbury,N.O.M.,74MgX7tbR2U684vEMWvB1a,48,4uqzzJg3ww5eH7IgGV7DMT,['4uqzzJg3ww5eH7IgGV7DMT'],['Bunbury'],2020,rock en espanol,0.609,0.577,9,-6.996,1,0.0258,0.345,0.00907,0.144,0.237,120.034,audio_features,74MgX7tbR2U684vEMWvB1a,spotify:track:74MgX7tbR2U684vEMWvB1a,https://api.spotify.com/v1/tracks/74MgX7tbR2U684vEMWvB1a,https://api.spotify.com/v1/audio-analysis/74MgX7tbR2U684vEMWvB1a,332135,4
37148,Amber Run,5AM,4B4kunXhV2ZKnYcvDgAFoE,61,0MmnmsAuQKRFpo6vJElcaU,['0MmnmsAuQKRFpo6vJElcaU'],['Amber Run'],2015,pop,0.357,0.433,0,-11.521,1,0.0418,0.244,0.00636,0.0808,0.089,145.736,audio_features,4B4kunXhV2ZKnYcvDgAFoE,spotify:track:4B4kunXhV2ZKnYcvDgAFoE,https://api.spotify.com/v1/tracks/4B4kunXhV2ZKnYcvDgAFoE,https://api.spotify.com/v1/audio-analysis/4B4kunXhV2ZKnYcvDgAFoE,257907,4
36781,Jowell & Randy,La Super Chapiadora,7nFVZ4scRiYdjdhEc04V0l,40,4IMAo2UQchVFyPH24PAjUs,['4IMAo2UQchVFyPH24PAjUs'],['Jowell & Randy'],2015,reggaeton flow,0.78,0.863,1,-5.35,1,0.0545,0.0149,0.0001,0.0411,0.51,171.908,audio_features,7nFVZ4scRiYdjdhEc04V0l,spotify:track:7nFVZ4scRiYdjdhEc04V0l,https://api.spotify.com/v1/tracks/7nFVZ4scRiYdjdhEc04V0l,https://api.spotify.com/v1/audio-analysis/7nFVZ4scRiYdjdhEc04V0l,205707,4
32081,Lydia Luce,Sausalito,3l2wMTBa64PBV7aCPwYkEf,55,5e1SaJPn6U7YpOrNTkW1jH,['5e1SaJPn6U7YpOrNTkW1jH'],['Lydia Luce'],2018,indie folk,0.347,0.183,2,-11.149,1,0.0338,0.826,2.94e-05,0.126,0.24,149.681,audio_features,3l2wMTBa64PBV7aCPwYkEf,spotify:track:3l2wMTBa64PBV7aCPwYkEf,https://api.spotify.com/v1/tracks/3l2wMTBa64PBV7aCPwYkEf,https://api.spotify.com/v1/audio-analysis/3l2wMTBa64PBV7aCPwYkEf,222859,4
54058,Wild Rivers,Pink Shades,3YsjOrar28TbRQAOZ7z63r,51,59sBwR0jPSTrbMtuTkRPN5,['59sBwR0jPSTrbMtuTkRPN5'],['Wild Rivers'],2020,stomp and holler,0.574,0.425,10,-9.259,1,0.0521,0.375,0.000233,0.159,0.436,81.958,audio_features,3YsjOrar28TbRQAOZ7z63r,spotify:track:3YsjOrar28TbRQAOZ7z63r,https://api.spotify.com/v1/tracks/3YsjOrar28TbRQAOZ7z63r,https://api.spotify.com/v1/audio-analysis/3YsjOrar28TbRQAOZ7z63r,206904,4
35510,Yo Yo Honey Singh,One Bottle Down,3hVc5y5mbcIEPADRGGGru9,58,7uIbLdzzSEqnX0Pkrb56cR,['7uIbLdzzSEqnX0Pkrb56cR'],['Yo Yo Honey Singh'],2015,filmi,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,audio_features,3hVc5y5mbcIEPADRGGGru9,spotify:track:3hVc5y5mbcIEPADRGGGru9,https://api.spotify.com/v1/tracks/3hVc5y5mbcIEPADRGGGru9,https://api.spotify.com/v1/audio-analysis/3hVc5y5mbcIEPADRGGGru9,196557,4
35361,Gregg Allman,These Days - Live,6uXoneBk2sVmsA1ycpAEp1,37,0yDmbRjVTQsQd3OnMs5s3I,['0yDmbRjVTQsQd3OnMs5s3I'],['Gregg Allman'],2015,folk rock,0.551,0.302,3,-12.651,1,0.0268,0.501,0.000289,0.549,0.297,73.496,audio_features,6uXoneBk2sVmsA1ycpAEp1,spotify:track:6uXoneBk2sVmsA1ycpAEp1,https://api.spotify.com/v1/tracks/6uXoneBk2sVmsA1ycpAEp1,https://api.spotify.com/v1/audio-analysis/6uXoneBk2sVmsA1ycpAEp1,242333,4
20260,Chelsea Cutler,Red Flags,6FDYM32DC6Um01I3GSwh84,0,5JMLG56F1X5mFmWNmS0iAp,['5JMLG56F1X5mFmWNmS0iAp'],['Chelsea Cutler'],2022,alt z,0.568,0.16,4,-12.728,1,0.036,0.792,0.0,0.119,0.251,89.066,audio_features,6FDYM32DC6Um01I3GSwh84,spotify:track:6FDYM32DC6Um01I3GSwh84,https://api.spotify.com/v1/tracks/6FDYM32DC6Um01I3GSwh84,https://api.spotify.com/v1/audio-analysis/6FDYM32DC6Um01I3GSwh84,194800,4
30121,Jeremih,FYT (feat. French Montana),0ZwHNhwxDhUYHYkSkHxMf0,54,3KV3p5EY4AvKxOlhGHORLg,"['3KV3p5EY4AvKxOlhGHORLg', '7c0XG5cIJTrrAgEC3ULPiq', '6vXTefBL93Dj5IqAWq6OTv']","['Jeremih', 'Ty Dolla $ign', 'French Montana']",2018,urban contemporary,0.639,0.452,4,-8.906,1,0.0495,0.0406,0.0,0.315,0.546,88.993,audio_features,0ZwHNhwxDhUYHYkSkHxMf0,spotify:track:0ZwHNhwxDhUYHYkSkHxMf0,https://api.spotify.com/v1/tracks/0ZwHNhwxDhUYHYkSkHxMf0,https://api.spotify.com/v1/audio-analysis/0ZwHNhwxDhUYHYkSkHxMf0,245680,4
